Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
257,Diego Godín,uy URU,DF,Atlético Mineiro,35,1986,1.0,2.00,2.00,2.00,0.00,0.00,0.00,2.00,0.0,2.00,0.00,0.00,0.00,2.00,4.00,1.00,0.00,Matches,fc4f85b1
258,Bruno Gomes,br BRA,MF,Coritiba,20,2001,16.6,2.41,1.27,1.27,0.90,0.24,1.20,2.17,55.6,0.96,1.20,0.24,0.96,1.39,3.80,0.42,0.00,Matches,76f2bbf8
259,Igor Gomes,br BRA,MF,São Paulo,22,1999,22.9,1.14,0.57,0.44,0.52,0.17,0.35,1.09,32.0,0.74,0.52,0.09,0.44,0.79,1.92,0.52,0.00,Matches,6a7fb945
260,Igor Gomes,br BRA,DF,Internacional,20,2001,1.3,1.54,0.00,0.77,0.00,0.77,0.77,0.77,100.0,0.00,6.15,0.77,5.38,0.77,2.31,3.08,0.00,Matches,509d5b3d
261,João Gomes,br BRA,MF,Flamengo,20,2001,20.9,4.40,2.44,1.77,2.15,0.48,1.48,3.59,41.3,2.11,1.15,0.14,1.00,1.24,5.65,1.53,0.00,Matches,8b57ad2c
262,Gustavo Gómez,py PAR,DF,Palmeiras,28,1993,30.0,1.30,0.70,0.93,0.33,0.03,0.57,0.97,58.6,0.40,1.50,1.00,0.50,1.60,2.90,3.23,0.00,Matches,d5ce52a5
263,Aloísio dos Santos Gonçalves,cn CHN,FWMF,América (MG),33,1988,10.5,1.14,0.76,0.38,0.48,0.29,0.29,1.43,20.0,1.14,0.86,0.00,0.86,0.38,1.52,0.86,0.00,Matches,9851b2e0
264,Diego Gonçalves,br BRA,FW,Botafogo (RJ),27,1994,5.4,0.93,0.56,0.37,0.56,0.00,0.19,1.48,12.5,1.30,0.93,0.00,0.93,0.37,1.30,1.11,0.00,Matches,c707fc37
265,Matheus Gonçalves,br BRA,FW,Flamengo,16,2005,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,Matches,071a6836
266,Ricardo Goulart,br BRA,MFFW,Santos,30,1991,4.5,0.67,0.67,0.44,0.00,0.22,0.00,0.22,0.0,0.22,0.44,0.00,0.44,0.22,0.89,1.33,0.00,Matches,f053730b
267,Daniel Guedes,br BRA,DFMF,Cuiabá,27,1994,8.8,1.70,1.02,0.68,0.68,0.34,0.91,2.61,34.8,1.70,1.02,0.23,0.80,1.70,3.41,1.14,0.00,Matches,25f61bc3
268,Roger Guedes,br BRA,FWMF,Corinthians,25,1996,28.3,0.28,0.11,0.04,0.11,0.14,0.04,0.21,16.7,0.18,0.25,0.04,0.21,0.11,0.39,0.35,0.00,Matches,612a9dd7
269,Paolo Guerrero,pe PER,FW,Avaí,38,1984,4.8,0.42,0.00,0.00,0.42,0.00,0.00,0.42,0.0,0.42,0.21,0.00,0.21,0.21,0.63,0.83,0.00,Matches,ae6657a1
270,Guga,br BRA,DF,Atlético Mineiro,23,1998,18.6,3.06,1.88,1.61,1.24,0.22,1.61,2.42,66.7,0.81,1.13,0.22,0.91,1.45,4.52,1.29,0.05,Matches,6975a3e1
271,Marcos Guilherme,br BRA,FWMF,São Paulo,26,1995,6.4,0.94,0.31,0.31,0.63,0.00,0.31,1.41,22.2,1.09,0.31,0.00,0.31,0.47,1.41,0.16,0.00,Matches,d5ff6084
272,Marcos Guilherme,br BRA,MF,Santos,26,1995,0.3,6.67,3.33,3.33,0.00,3.33,3.33,13.3,25.0,10.0,0.00,0.00,0.00,0.00,6.67,3.33,0.00,Matches,d5ff6084
273,Gustavinho,br BRA,MF,América (MG),20,2001,4.3,3.72,2.09,0.47,2.09,1.16,2.09,4.19,50.0,2.09,2.33,0.00,2.33,0.93,4.65,1.16,0.00,Matches,69896b0e
274,Habraão,br BRA,DF,Fortaleza,20,2001,2.4,2.08,0.83,1.67,0.42,0.00,1.67,2.08,80.0,0.42,3.75,3.33,0.42,0.42,2.50,8.33,0.00,Matches,1e329d13
275,Lucas Halter,br BRA,DF,Atl Paranaense,21,2000,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.0,0.91,1.82,0.00,1.82,1.82,1.82,5.45,0.00,Matches,7aa882a2
276,Lucas Halter,br BRA,DF,Goiás,21,2000,11.9,1.09,0.59,0.76,0.25,0.08,0.67,0.92,72.7,0.25,1.76,1.51,0.25,0.76,1.85,5.13,0.08,Matches,7aa882a2
277,Hayner,br BRA,DF,Atl Goianiense,26,1995,15.3,0.92,0.65,0.52,0.13,0.26,0.52,1.11,47.1,0.59,0.65,0.26,0.39,1.44,2.35,3.01,0.00,Matches,246c7429
278,Heitor,br BRA,DF,Internacional,21,2000,4.4,3.86,2.95,1.82,1.82,0.23,2.50,3.86,64.7,1.36,0.68,0.23,0.45,2.05,5.91,0.91,0.00,Matches,e0839492
279,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,12.7,0.94,0.47,0.63,0.31,0.00,0.63,1.10,57.1,0.47,0.94,0.79,0.16,1.81,2.76,2.68,0.08,Matches,827422f9
280,Helinho,br BRA,FWMF,Bragantino,21,2000,19.0,1.47,0.79,0.79,0.42,0.26,0.84,1.74,48.5,0.89,1.47,0.05,1.42,1.00,2.47,1.05,0.00,Matches,5837cb60
281,Henrique,br BRA,DF,Coritiba,35,1986,17.9,1.06,0.67,0.89,0.17,0.00,0.73,1.01,72.2,0.28,1.68,1.40,0.28,1.17,2.23,3.97,0.00,Matches,429163de
282,Arthur Henrique,br BRA,DF,Atl Goianiense,27,1994,10.7,3.08,1.78,1.96,0.84,0.28,1.78,3.08,57.6,1.31,0.75,0.28,0.47,1.50,4.58,2.62,0.00,Matches,ae46bd26
283,Bruno Henrique,br BRA,FWMF,Flamengo,31,1990,6.8,1.76,1.18,0.59,0.88,0.29,0.59,1.32,44.4,0.74,0.74,0.00,0.74,0.59,2.35,1.03,0.00,Matches,5edff24f
284,Daniel Henrique,br BRA,FW,Ceará,17,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1ef923db
285,Gustavo Henrique,br BRA,DF,Flamengo,28,1993,3.8,1.05,0.79,0.79,0.26,0.00,0.53,1.05,50.0,0.53,1.84,1.58,0.26,1.32,2.37,7.11,0.00,Matches,fa066690
286,Luis Henrique,br BRA,FWMF,Botafogo (RJ),20,2001,2.9,1.72,0.34,1.03,0.00,0.69,1.03,1.03,100.0,0.00,1.38,0.00,1.38,1.03,2.76,0.34,0.00,Matches,f36d5624
287,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,11.7,2.56,1.62,0.94,0.85,0.77,1.11,1.97,56.5,0.85,1.37,0.26,1.11,0.77,3.33,0.85,0.00,Matches,8059806f
288,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,16.7,2.81,1.62,1.80,0.78,0.24,1.20,2.22,54.1,1.02,0.66,0.00,0.66,0.66,3.47,1.56,0.00,Matches,25a0cb08
289,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,25.6,1.72,0.94,1.17,0.47,0.08,1.09,1.60,68.3,0.51,1.48,1.05,0.43,1.64,3.36,5.08,0.04,Matches,4322e5d7
290,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,17.7,1.86,1.19,1.07,0.68,0.11,1.02,1.75,58.1,0.73,0.45,0.00,0.45,0.51,2.37,0.85,0.00,Matches,460976a2
291,Hércules,br BRA,MFFW,Fortaleza,21,2000,15.2,2.50,1.05,1.25,1.12,0.13,0.86,2.37,36.1,1.51,1.51,0.20,1.32,0.66,3.16,0.59,0.00,Matches,eadc7b45
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,18.0,1.78,0.94,1.17,0.61,0.00,1.17,1.50,77.8,0.33,1.67,0.83,0.83,1.22,3.00,3.72,0.00,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,7.8,1.92,1.41,1.15,0.51,0.26,0.77,1.67,46.2,0.90,1.15,0.26,0.90,1.41,3.33,3.72,0.00,Matches,bd2593f3
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,12.2,2.46,1.56,1.48,0.74,0.25,1.31,2.13,61.5,0.82,1.23,0.08,1.15,1.64,4.10,2.21,0.00,Matches,de3dc682
295,José Hugo,br BRA,FWMF,Coritiba,22,1999,4.4,1.82,1.14,1.36,0.23,0.23,1.14,1.82,62.5,0.68,1.36,0.00,1.36,0.23,2.05,0.45,0.00,Matches,d0f01217
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,13.9,1.73,0.79,0.50,0.94,0.29,0.72,1.87,38.5,1.15,0.58,0.22,0.36,0.79,2.52,1.44,0.00,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,23.2,0.47,0.26,0.00,0.30,0.17,0.17,0.73,23.5,0.56,0.17,0.00,0.17,0.13,0.60,0.52,0.00,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,6.6,2.88,1.67,1.82,0.61,0.45,1.97,2.42,81.3,0.45,0.91,0.45,0.45,0.76,3.64,1.97,0.00,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,14.2,1.55,1.13,0.63,0.63,0.28,0.49,1.48,33.3,0.99,1.20,0.21,0.99,0.70,2.25,0.49,0.00,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,0.3,13.3,0.00,10.0,3.33,0.00,0.00,3.33,0.0,3.33,3.33,3.33,0.00,0.00,13.3,0.00,0.00,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,3.8,0.79,0.79,0.26,0.53,0.00,0.79,0.79,100.0,0.00,0.79,0.26,0.53,1.58,2.37,1.58,0.00,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,14.1,1.84,1.28,1.21,0.57,0.07,0.99,2.34,42.4,1.35,1.56,0.57,0.99,2.41,4.26,1.77,0.00,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,29.1,2.20,1.58,0.96,0.96,0.27,0.96,1.89,50.9,0.93,0.79,0.21,0.58,0.82,3.02,0.65,0.03,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,23.0,2.83,1.78,1.09,1.35,0.39,1.22,2.22,54.9,1.00,1.61,0.17,1.43,1.39,4.22,0.43,0.00,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,18.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.05,0.05,0.66,0.05,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,0.1,10.0,10.0,10.0,0.00,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,13.1,3.66,2.29,1.83,1.53,0.31,2.37,4.66,50.8,2.29,1.60,0.84,0.76,2.98,6.64,2.67,0.00,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,25.3,1.38,0.87,0.59,0.51,0.28,0.47,1.23,38.7,0.75,1.19,0.32,0.87,0.91,2.29,2.81,0.04,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,17.8,1.69,0.90,0.51,0.67,0.51,0.73,2.30,31.7,1.57,1.35,0.11,1.24,0.67,2.36,0.22,0.00,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,11.1,1.62,0.72,0.90,0.63,0.09,0.90,1.26,71.4,0.36,0.81,0.36,0.45,0.90,2.52,2.97,0.00,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,3.6,0.28,0.28,0.00,0.28,0.00,0.00,0.56,0.0,0.56,0.83,0.00,0.83,0.56,0.83,1.39,0.00,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,Matches,25a323f3
317,Jô,br BRA,FW,Ceará,34,1987,8.7,0.23,0.11,0.11,0.11,0.00,0.00,0.00,,0.00,0.46,0.11,0.34,0.23,0.46,1.49,0.00,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,0.45,0.45,0.00,0.00,0.45,0.00,0.91,0.0,0.91,0.45,0.00,0.45,0.45,0.91,3.18,0.00,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,1.72,1.17,1.30,0.33,0.08,1.05,1.46,71.4,0.42,1.09,0.59,0.50,1.51,3.22,5.31,0.04,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,3.33,0.00,0.00,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,1.22,0.74,0.70,0.48,0.04,0.70,1.00,69.6,0.30,0.57,0.30,0.26,1.48,2.70,3.04,0.00,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,2.00,2.00,0.00,2.00,0.00,2.00,4.00,50.0,2.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,2.88,1.54,0.58,1.92,0.38,1.15,3.08,37.5,1.92,1.54,0.19,1.35,0.58,3.46,1.92,0.00,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,1.81,0.99,0.60,0.71,0.49,0.55,1.54,35.7,0.99,0.88,0.05,0.82,0.33,2.14,1.43,0.00,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,2.61,1.41,1.20,0.98,0.43,0.43,1.85,23.5,1.41,1.20,0.22,0.98,0.98,3.59,0.54,0.00,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,34.5,1.30,0.81,0.58,0.49,0.23,0.55,1.13,48.7,0.58,1.33,0.41,0.93,0.90,2.20,0.99,0.00,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,2.36,0.73,0.55,1.09,0.73,0.91,1.45,62.5,0.55,1.45,0.00,1.45,0.36,2.73,0.91,0.00,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,0.29,0.14,0.14,0.14,0.00,0.14,1.43,10.0,1.29,1.43,0.00,1.43,1.14,1.43,1.43,0.00,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.0,1.00,0.00,0.00,0.00,2.00,2.00,5.00,0.00,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,1.58,0.79,0.63,0.79,0.17,0.54,1.42,38.2,0.88,1.13,0.33,0.79,1.33,2.92,2.04,0.00,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,1.18,0.62,0.87,0.31,0.00,0.56,0.99,56.3,0.43,0.93,0.75,0.19,1.43,2.61,4.16,0.00,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,0.34,0.34,0.34,0.00,0.00,0.00,0.34,0.0,0.34,1.03,0.00,1.03,0.00,0.34,0.69,0.00,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,0.00,3.33,0.00,0.00,3.33,0.00,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.0,6.67,3.33,0.00,3.33,0.00,0.00,3.33,0.00,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,1.94,1.61,0.32,1.61,0.00,0.32,2.26,14.3,1.94,1.94,0.00,1.94,0.65,2.58,0.32,0.00,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,1.11,0.00,1.11,0.00,0.00,0.56,2.22,25.0,1.67,1.11,0.00,1.11,0.00,1.11,0.56,0.00,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.47,0.00,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,0.85,0.65,0.70,0.10,0.05,0.55,0.80,68.8,0.25,1.70,1.35,0.35,1.55,2.40,5.45,0.00,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,4.00,2.00,0.00,4.00,0.00,2.00,2.00,100.0,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,0.88,0.88,0.00,0.88,0.00,0.59,1.18,50.0,0.59,0.29,0.00,0.29,0.29,1.18,1.18,0.00,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,1.67,1.67,0.00,1.67,0.00,1.67,1.67,100.0,0.00,0.00,0.00,0.00,0.00,1.67,1.67,0.00,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.63,0.63,0.00,0.00,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,2.04,0.97,0.53,0.97,0.53,0.73,1.41,51.7,0.68,1.36,0.19,1.17,0.15,2.18,0.39,0.00,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,2.09,1.37,1.27,0.68,0.14,1.06,2.29,46.3,1.23,1.10,0.24,0.86,1.27,3.36,2.50,0.03,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,2.14,1.07,1.24,0.77,0.13,0.98,1.79,54.8,0.81,1.03,0.34,0.68,1.67,3.80,2.95,0.00,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,0.83,0.50,0.67,0.17,0.00,0.67,1.00,66.7,0.33,0.33,0.33,0.00,1.33,2.17,6.33,0.00,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.00,1.00,0.00,0.00,9.00,0.00,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,3.03,1.21,2.12,0.91,0.00,0.91,0.91,100.0,0.00,0.61,0.30,0.30,2.73,5.76,1.21,0.00,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,1.05,0.70,0.90,0.15,0.00,0.40,0.90,44.4,0.50,1.10,0.80,0.30,1.05,2.10,4.30,0.00,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,1.03,0.69,0.69,0.17,0.17,0.52,1.03,50.0,0.52,1.03,0.17,0.86,1.38,2.41,1.55,0.00,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,2.11,1.58,2.11,0.00,0.00,1.58,1.58,100.0,0.00,1.05,0.00,1.05,1.05,3.16,2.37,0.00,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,1.65,0.77,0.66,0.55,0.44,0.88,2.64,33.3,1.76,0.99,0.11,0.88,0.33,1.98,0.77,0.00,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,2.50,1.25,1.25,1.25,0.00,1.25,6.25,20.0,5.00,2.50,2.50,0.00,5.00,7.50,2.50,0.00,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,2.67,1.33,0.00,2.00,0.67,2.67,4.00,66.7,1.33,1.33,0.67,0.67,4.00,6.67,0.00,0.00,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,3.14,1.43,1.24,1.71,0.19,1.90,3.05,62.5,1.14,0.95,0.38,0.57,1.52,4.67,1.62,0.00,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,0.13,0.06,0.00,0.09,0.03,0.03,0.34,9.1,0.31,0.34,0.03,0.31,0.06,0.19,1.03,0.00,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,1.81,1.07,0.42,1.07,0.33,0.88,2.33,38.0,1.44,1.21,0.23,0.98,0.84,2.65,0.60,0.00,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,4.78,2.61,1.30,3.48,0.00,3.48,4.78,72.7,1.30,0.87,0.43,0.43,0.43,5.22,0.43,0.00,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,1.43,1.43,0.71,0.71,0.00,0.71,0.71,100.0,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,1.62,0.77,0.62,0.85,0.15,0.69,1.85,37.5,1.15,0.85,0.00,0.85,0.31,1.92,0.23,0.00,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,1.35,0.73,0.31,0.83,0.21,0.63,1.77,35.3,1.15,1.46,0.63,0.83,0.73,2.08,1.56,0.00,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,4.29,2.14,3.04,1.25,0.00,1.79,3.39,52.6,1.61,2.14,0.18,1.96,1.25,5.54,1.43,0.00,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,1.36,0.45,1.36,0.00,0.00,0.68,1.14,60.0,0.45,1.14,0.91,0.23,0.91,2.27,4.09,0.00,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,0.81,0.48,0.56,0.24,0.00,0.48,0.73,66.7,0.24,0.97,0.48,0.48,0.73,1.53,2.74,0.08,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,0.82,0.33,0.00,0.33,0.49,0.16,0.98,16.7,0.82,0.82,0.33,0.49,0.16,0.98,0.98,0.00,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,3.57,2.86,1.43,2.14,0.00,1.43,1.43,100.0,0.00,2.86,0.71,2.14,1.43,5.00,1.43,0.00,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,1.33,1.14,1.05,0.29,0.00,0.86,1.14,75.0,0.29,1.62,0.95,0.67,1.62,2.95,5.05,0.00,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,1.11,0.56,1.11,0.00,0.00,0.00,1.11,0.0,1.11,0.56,0.00,0.56,1.67,2.78,0.56,0.00,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,2.00,2.00,0.00,0.00,2.00,0.00,4.00,0.0,4.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,2.78,1.36,1.73,0.80,0.25,1.30,2.59,50.0,1.30,1.05,0.31,0.74,0.80,3.58,1.54,0.00,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,2.22,1.37,0.99,1.16,0.07,1.27,2.11,60.0,0.85,0.92,0.35,0.56,0.95,3.17,1.83,0.04,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,2.98,1.93,1.89,0.67,0.42,1.72,2.94,58.6,1.22,1.01,0.25,0.76,1.39,4.37,2.82,0.04,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,0.75,0.40,0.18,0.44,0.13,0.35,1.11,32.0,0.75,1.02,0.18,0.84,0.31,1.06,0.49,0.00,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,1.13,0.64,0.44,0.54,0.15,0.34,1.18,29.2,0.83,0.78,0.20,0.59,0.34,1.47,0.49,0.00,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,2.82,1.69,0.99,1.27,0.56,1.41,1.69,83.3,0.28,0.99,0.14,0.85,1.69,4.51,1.41,0.00,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,1.08,0.57,0.45,0.57,0.06,0.38,1.27,30.0,0.89,0.70,0.45,0.25,0.96,2.04,1.91,0.00,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,0.82,0.25,0.32,0.44,0.06,0.32,0.44,71.4,0.13,0.95,0.76,0.19,0.82,1.65,3.04,0.00,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,1.27,0.91,0.91,0.27,0.09,0.73,1.55,47.1,0.82,1.64,0.64,1.00,0.91,2.18,4.91,0.00,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,1.55,1.05,0.84,0.71,0.00,0.88,1.34,65.6,0.46,1.09,0.76,0.34,1.34,2.90,2.48,0.08,Matches,766094be
