Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
138,Léo Cittadini,br BRA,MFFW,Atl Paranaense,27,1994,8.0,0.13,1.38,0.25,18.2,1.37,0.25,0.09,0.50,19.4,0.00,0.00,0.00,0.10,0.10,0.07,0.03,0.03,Matches,68410185
139,Luccas Claro,br BRA,DF,Fluminense,30,1991,5.2,0.00,0.38,0.00,0.0,0.39,0.00,0.00,,9.2,0.00,0.00,0.00,0.04,0.04,0.12,-0.04,-0.04,Matches,3cacc0ec
140,Clayton,br BRA,FWMF,Coritiba,23,1999,3.6,0.00,3.61,0.83,23.1,3.57,0.82,0.00,0.00,16.3,0.00,0.00,0.00,0.28,0.28,0.07,-0.28,-0.28,Matches,b05870de
141,Cléber,br BRA,FW,Ceará,25,1996,10.9,0.37,3.39,1.38,40.5,3.40,1.38,0.11,0.27,13.6,0.00,0.00,0.00,0.44,0.44,0.13,-0.07,-0.07,Matches,e539e239
142,Jean Cléber,br BRA,MF,Avaí,31,1990,9.6,0.00,0.94,0.10,11.1,0.93,0.10,0.00,0.00,24.2,0.10,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches,16bf849a
143,Cleiton,br BRA,DF,Flamengo,18,2003,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches,741c6251
144,Andrés Colorado,co COL,MF,São Paulo,23,1998,3.4,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,12.8,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,f3afff11
145,Germán Conti,ar ARG,DF,América (MG),27,1994,18.4,0.00,0.87,0.16,18.8,0.87,0.16,0.00,0.00,11.6,0.00,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches,7b18b6db
146,Jonathan Copete,co COL,FW,Avaí,34,1988,3.1,0.00,2.26,0.65,28.6,2.26,0.65,0.00,0.00,17.1,0.00,0.00,0.00,0.26,0.26,0.12,-0.26,-0.26,Matches,ce070a45
147,Bruno Cortez,br BRA,DF,Avaí,34,1987,27.0,0.00,0.33,0.07,22.2,0.33,0.07,0.00,0.00,21.3,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,a3a1198a
148,Talles Costa,br BRA,MF,São Paulo,19,2002,6.1,0.00,0.66,0.16,25.0,0.66,0.16,0.00,0.00,25.2,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,d8f15d24
149,Lucas Crispim,br BRA,DFMF,Fortaleza,27,1994,13.0,0.08,0.92,0.08,8.3,0.92,0.08,0.08,1.00,29.0,0.23,0.00,0.00,0.03,0.03,0.03,0.05,0.05,Matches,6501ff61
150,Daniel Cruz,br BRA,FWDF,Botafogo (RJ),20,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,86a118c2
151,Tomás Cuello,ar ARG,FW,Atl Paranaense,21,2000,18.0,0.11,2.78,0.61,22.0,2.78,0.61,0.04,0.18,24.1,0.17,0.00,0.00,0.13,0.13,0.05,-0.02,-0.02,Matches,5c8615dd
152,Víctor Cuesta,ar ARG,DF,Botafogo (RJ),33,1988,28.5,0.14,0.77,0.32,40.9,0.77,0.32,0.18,0.44,11.1,0.04,0.00,0.00,0.07,0.07,0.09,0.07,0.07,Matches,39fb428f
153,Andrés D'Alessandro,ar ARG,FW,Internacional,40,1981,0.8,1.25,1.25,1.25,100.0,1.27,1.27,1.00,1.00,15.8,0.00,0.00,0.00,0.13,0.13,0.07,1.13,1.13,Matches,6a11048a
154,Adailson Dadá,br BRA,MFFW,Goiás,24,1997,27.9,0.07,1.72,0.39,22.9,1.72,0.39,0.04,0.18,23.1,0.14,0.00,0.00,0.09,0.09,0.05,-0.02,-0.02,Matches,2a75cc09
155,Daniel,br BRA,GK,Internacional,27,1994,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,636fc976
156,Danilo,br BRA,DF,Goiás,24,1997,2.6,0.38,1.54,0.77,50.0,1.51,0.76,0.25,0.50,9.7,0.00,0.00,0.00,0.12,0.12,0.08,0.27,0.27,Matches,415a34c5
157,Danilo,br BRA,MF,Palmeiras,20,2001,30.5,0.03,1.28,0.39,30.8,1.28,0.39,0.03,0.08,22.9,0.00,0.00,0.00,0.09,0.09,0.07,-0.06,-0.06,Matches,a816dbfb
158,David,br BRA,MF,Ceará,17,2004,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,16a42430
159,David,br BRA,FW,Internacional,26,1995,9.1,0.00,1.76,0.44,25.0,1.76,0.44,0.00,0.00,12.4,0.00,0.00,0.00,0.19,0.19,0.11,-0.19,-0.19,Matches,92f9ace5
160,Kayke David,br BRA,FWMF,Flamengo,19,2003,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2285358d
161,Giorgian De Arrascaeta,uy URU,MF,Flamengo,27,1994,16.4,0.18,3.17,0.98,30.8,3.17,0.97,0.06,0.19,17.6,0.37,0.00,0.00,0.42,0.42,0.13,-0.24,-0.24,Matches,be8d02dd
162,Denilson,br BRA,MF,Cuiabá,20,2001,7.8,0.00,1.03,0.00,0.0,1.03,0.00,0.00,,27.3,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches,9144afdf
163,Dentinho,br BRA,FW,Ceará,33,1989,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,85686f86
164,Dentinho,br BRA,FWMF,Avaí,24,1997,3.2,0.00,1.25,0.63,50.0,1.27,0.63,0.00,0.00,17.1,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches,aaacc628
