Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,0.37,3.06,1.30,42.4,3.07,1.30,0.12,0.29,20.1,0.00,0.00,0.00,0.24,0.24,0.08,0.13,0.13,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,0.00,0.58,0.06,11.1,0.58,0.06,0.00,0.00,26.1,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,0.00,2.40,0.80,33.3,2.37,0.79,0.00,0.00,28.9,0.00,0.00,0.00,0.04,0.04,0.02,-0.04,-0.04,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,0.85,4.00,1.85,46.2,3.99,1.84,0.21,0.46,10.5,0.00,0.00,0.08,0.93,0.87,0.22,-0.08,-0.02,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,0.04,1.28,0.35,27.3,1.28,0.35,0.03,0.11,23.1,0.08,0.00,0.00,0.08,0.08,0.06,-0.04,-0.04,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,0.00,1.92,0.00,0.0,1.91,0.00,0.00,,17.2,0.00,0.00,0.00,0.12,0.12,0.07,-0.12,-0.12,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,0.00,2.31,0.96,41.7,2.29,0.96,0.00,0.00,12.1,0.00,0.00,0.00,0.12,0.12,0.05,-0.12,-0.12,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,0.00,0.36,0.00,0.0,0.36,0.00,0.00,,14.6,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,0.17,2.05,0.58,28.3,2.05,0.58,0.05,0.18,26.1,0.24,0.07,0.10,0.17,0.09,0.04,-0.00,0.01,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,0.23,2.16,0.68,31.6,2.16,0.68,0.11,0.33,25.6,0.57,0.00,0.00,0.10,0.10,0.05,0.13,0.13,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,0.07,0.93,0.43,46.2,0.93,0.43,0.08,0.17,25.2,0.14,0.00,0.00,0.04,0.04,0.04,0.04,0.04,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,0.00,0.65,0.16,25.0,0.65,0.16,0.00,0.00,14.0,0.16,0.00,0.00,0.06,0.06,0.09,-0.06,-0.06,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,0.00,1.82,0.91,50.0,1.87,0.94,0.00,0.00,19.0,0.00,0.00,0.00,0.09,0.09,0.04,-0.09,-0.09,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,0.18,1.75,0.35,20.0,1.77,0.35,0.10,0.50,25.0,0.00,0.00,0.00,0.09,0.09,0.05,0.09,0.09,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,0.00,0.72,0.24,33.3,0.72,0.24,0.00,0.00,18.4,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,0.30,2.01,0.75,37.0,2.01,0.75,0.11,0.30,20.8,0.07,0.07,0.15,0.20,0.17,0.09,0.10,0.05,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,25.9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,0.00,0.77,0.20,26.3,0.77,0.20,0.00,0.00,23.9,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,0.00,4.00,2.00,50.0,3.75,1.87,0.00,0.00,27.6,0.00,0.00,0.00,0.20,0.20,0.04,-0.20,-0.20,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,0.20,2.04,0.41,20.0,2.05,0.41,0.10,0.50,17.2,0.00,0.00,0.00,0.16,0.16,0.08,0.04,0.04,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,0.00,1.35,0.41,30.0,1.35,0.40,0.00,0.00,21.6,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,0.05,0.41,0.10,25.0,0.41,0.10,0.13,0.50,19.5,0.00,0.00,0.00,0.03,0.03,0.07,0.02,0.02,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,0.19,2.50,0.82,32.8,2.50,0.82,0.07,0.23,18.2,0.04,0.00,0.04,0.24,0.21,0.08,-0.06,-0.03,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,0.00,0.80,0.00,0.0,0.80,0.00,0.00,,22.1,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,0.14,1.83,0.64,35.0,1.83,0.64,0.05,0.14,20.3,0.00,0.05,0.09,0.20,0.15,0.08,-0.06,-0.06,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,0.15,2.92,0.62,21.1,2.91,0.61,0.05,0.25,15.8,0.00,0.00,0.00,0.34,0.34,0.12,-0.18,-0.18,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,0.00,0.51,0.26,50.0,0.51,0.25,0.00,0.00,30.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,0.12,1.43,0.36,25.0,1.43,0.36,0.08,0.33,24.2,0.60,0.00,0.00,0.10,0.10,0.07,0.02,0.02,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,0.07,1.14,0.28,24.2,1.14,0.28,0.06,0.25,24.4,0.00,0.00,0.00,0.07,0.07,0.06,0.00,0.00,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,0.15,0.75,0.30,40.0,0.75,0.30,0.20,0.50,8.8,0.00,0.00,0.00,0.06,0.06,0.08,0.09,0.09,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,0.00,5.00,2.50,50.0,5.45,2.73,0.00,0.00,29.1,0.00,0.00,0.00,0.25,0.25,0.05,-0.25,-0.25,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,0.00,1.00,1.00,100.0,1.03,1.03,0.00,0.00,30.4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,0.11,1.93,0.46,23.6,1.93,0.46,0.05,0.23,19.0,0.14,0.00,0.00,0.14,0.14,0.08,-0.04,-0.04,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,0.00,0.11,0.00,0.0,0.11,0.00,0.00,,25.2,0.00,0.00,0.00,0.00,0.00,0.04,-0.00,-0.00,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,0.08,0.85,0.31,36.4,0.86,0.31,0.09,0.25,22.5,0.00,0.00,0.00,0.08,0.08,0.09,0.00,0.00,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,0.00,0.38,0.13,33.3,0.37,0.12,0.00,0.00,20.2,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,0.00,4.44,2.22,50.0,4.62,2.31,0.00,0.00,31.0,1.11,0.00,0.00,0.11,0.11,0.02,-0.11,-0.11,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,0.00,0.41,0.07,16.7,0.41,0.07,0.00,0.00,22.8,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,0.06,0.99,0.32,32.3,0.99,0.32,0.06,0.20,23.6,0.00,0.00,0.00,0.04,0.04,0.04,0.02,0.02,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,0.26,3.11,0.91,29.2,3.11,0.91,0.08,0.29,21.3,0.23,0.00,0.00,0.24,0.24,0.08,0.02,0.02,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,0.00,0.51,0.04,7.1,0.51,0.04,0.00,0.00,30.6,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,0.62,2.92,1.28,43.8,2.92,1.28,0.18,0.41,14.1,0.00,0.10,0.10,0.40,0.33,0.12,0.22,0.19,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,20.5,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,0.00,3.81,0.48,12.5,3.80,0.47,0.00,0.00,23.4,0.00,0.00,0.00,0.19,0.19,0.05,-0.19,-0.19,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,0.12,1.29,0.47,36.4,1.29,0.47,0.09,0.25,18.7,0.12,0.00,0.00,0.12,0.12,0.09,0.00,0.00,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,0.18,1.35,0.25,18.2,1.35,0.25,0.09,0.50,22.0,0.06,0.06,0.06,0.10,0.06,0.04,0.08,0.07,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,0.00,0.30,0.00,0.0,0.30,0.00,0.00,,32.2,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,0.00,1.50,0.44,29.4,1.51,0.44,0.00,0.00,27.2,0.00,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,0.00,0.15,0.04,25.0,0.15,0.04,0.00,0.00,20.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,0.10,0.29,0.10,33.3,0.29,0.10,0.33,1.00,13.2,0.00,0.00,0.00,0.01,0.01,0.04,0.09,0.09,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,0.00,1.00,0.00,0.0,1.02,0.00,0.00,,24.0,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,0.10,1.21,0.65,54.2,1.21,0.65,0.08,0.15,17.8,0.05,0.00,0.00,0.14,0.14,0.11,-0.04,-0.04,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,0.18,0.36,0.18,50.0,0.36,0.18,0.50,1.00,9.4,0.00,0.00,0.00,0.05,0.05,0.17,0.13,0.13,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,0.00,2.31,0.77,33.3,2.35,0.78,0.00,0.00,10.9,0.00,0.00,0.00,0.35,0.35,0.15,-0.35,-0.35,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,0.00,1.15,0.00,0.0,1.17,0.00,0.00,,32.5,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,0.00,0.99,0.30,30.8,0.99,0.30,0.00,0.00,19.8,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,29.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,0.00,1.25,0.00,0.0,1.29,0.00,0.00,,13.2,0.00,0.00,0.00,0.25,0.25,0.17,-0.25,-0.25,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,0.00,1.85,0.00,0.0,1.84,0.00,0.00,,25.2,0.37,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,0.00,5.00,0.00,0.0,5.29,0.00,0.00,,18.3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,0.00,0.83,0.42,50.0,0.84,0.42,0.00,0.00,27.1,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,0.24,1.71,0.73,42.9,1.71,0.73,0.07,0.17,17.7,0.00,0.12,0.12,0.22,0.12,0.07,0.02,0.00,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,0.00,0.71,0.10,14.3,0.71,0.10,0.00,0.00,21.3,0.10,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,0.25,2.73,0.87,31.8,2.73,0.87,0.09,0.29,20.7,0.12,0.00,0.06,0.35,0.30,0.11,-0.11,-0.06,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,0.00,2.00,2.00,100.0,2.14,2.14,0.00,0.00,16.1,0.00,0.00,0.00,0.60,0.60,0.25,-0.60,-0.60,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,0.00,0.80,0.20,25.0,0.80,0.20,0.00,0.00,13.7,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,0.00,0.08,0.00,0.0,0.08,0.00,0.00,,23.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,0.00,0.65,0.00,0.0,0.64,0.00,0.00,,33.9,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,0.39,2.34,0.65,27.8,2.33,0.65,0.11,0.40,20.3,0.00,0.13,0.13,0.29,0.18,0.08,0.10,0.08,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,0.00,0.51,0.10,20.0,0.51,0.10,0.00,0.00,17.2,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,0.00,2.50,1.25,50.0,2.61,1.30,0.00,0.00,26.1,0.00,0.00,0.00,0.13,0.13,0.03,-0.13,-0.13,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,8.8,0.00,0.00,0.00,0.04,0.04,0.15,-0.04,-0.04,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,0.30,1.82,0.61,33.3,1.82,0.61,0.00,0.00,16.2,0.00,0.30,0.30,0.42,0.18,0.10,-0.12,-0.18,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,34.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,0.21,2.40,0.48,20.0,2.40,0.48,0.09,0.43,20.9,0.00,0.00,0.00,0.14,0.14,0.06,0.07,0.07,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,0.53,3.42,1.58,46.2,3.38,1.56,0.15,0.33,13.3,0.00,0.00,0.00,0.53,0.53,0.15,0.00,0.00,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,0.16,2.48,0.85,34.4,2.49,0.85,0.06,0.18,15.0,0.08,0.00,0.08,0.36,0.29,0.12,-0.20,-0.14,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,0.08,1.65,0.53,31.8,1.66,0.53,0.05,0.14,16.7,0.08,0.00,0.00,0.14,0.14,0.08,-0.06,-0.06,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,0.53,0.53,0.53,100.0,0.53,0.53,1.00,1.00,6.1,0.00,0.00,0.00,0.21,0.21,0.35,0.32,0.32,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,0.00,1.91,0.85,44.4,1.91,0.85,0.00,0.00,22.8,0.00,0.00,0.00,0.21,0.21,0.11,-0.21,-0.21,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,0.00,0.77,0.09,11.1,0.77,0.09,0.00,0.00,23.0,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,0.00,1.20,0.24,20.0,1.20,0.24,0.00,0.00,19.9,0.00,0.00,0.00,0.14,0.14,0.12,-0.14,-0.14,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,0.45,3.13,0.98,31.3,3.13,0.98,0.14,0.46,13.5,0.00,0.00,0.00,0.43,0.43,0.14,0.02,0.02,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,0.34,2.74,1.16,42.5,2.74,1.16,0.13,0.29,14.8,0.00,0.00,0.00,0.39,0.39,0.14,-0.05,-0.05,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,0.00,1.60,0.40,25.0,1.62,0.41,0.00,0.00,21.1,0.00,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,0.07,1.53,0.36,23.8,1.54,0.37,0.05,0.20,22.8,0.00,0.00,0.00,0.07,0.07,0.04,0.01,0.01,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,0.45,1.73,0.55,31.6,1.73,0.55,0.26,0.83,14.4,0.00,0.00,0.00,0.16,0.16,0.09,0.29,0.29,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,0.38,3.27,1.35,41.2,3.30,1.36,0.06,0.14,15.9,0.00,0.19,0.19,0.46,0.31,0.09,-0.08,-0.12,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,0.10,0.82,0.31,37.5,0.83,0.31,0.13,0.33,17.1,0.00,0.00,0.00,0.09,0.09,0.09,0.02,0.02,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,0.00,0.65,0.10,15.4,0.65,0.10,0.00,0.00,22.4,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,11.9,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,0.00,1.72,0.34,20.0,1.73,0.35,0.00,0.00,23.1,0.57,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,0.00,0.78,0.26,33.3,0.78,0.26,0.00,0.00,24.4,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,0.20,1.72,0.51,29.4,1.72,0.51,0.12,0.40,21.6,0.00,0.00,0.00,0.14,0.14,0.08,0.06,0.06,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,0.12,2.35,0.78,33.3,2.35,0.78,0.05,0.15,17.1,0.00,0.00,0.00,0.20,0.20,0.09,-0.08,-0.08,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,0.00,2.00,0.62,30.8,2.01,0.62,0.00,0.00,22.0,0.00,0.00,0.00,0.12,0.12,0.06,-0.12,-0.12,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,0.17,0.40,0.17,42.9,0.40,0.17,0.14,0.33,16.0,0.00,0.11,0.11,0.11,0.02,0.06,0.06,0.03,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,0.00,5.00,0.00,0.0,4.74,0.00,0.00,,,,0.00,0.00,,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,1.67,1.67,1.67,100.0,1.61,1.61,1.00,1.00,11.3,0.00,0.00,0.00,0.50,0.50,0.31,1.17,1.17,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,0.08,2.10,0.59,28.0,2.10,0.59,0.04,0.14,16.4,0.00,0.00,0.00,0.16,0.16,0.07,-0.08,-0.08,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,0.05,0.77,0.27,35.7,0.77,0.28,0.07,0.20,17.2,0.00,0.00,0.00,0.04,0.04,0.06,0.01,0.01,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,0.00,0.71,0.08,11.1,0.71,0.08,0.00,0.00,27.4,0.08,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches,c72a6057
