Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
128,Brayan Ceballos,co COL,DF,Fortaleza,20,2001,11.9,29.5,39.7,74.4,515.4,216.0,11.7,13.7,85.3,14.8,18.8,78.6,2.18,5.38,40.6,0.00,0.02,0.02,-0.02,0.17,2.44,0.00,0.00,2.86,Matches,3fa61ade
129,Murilo Cerqueira,br BRA,DF,Palmeiras,24,1997,31.5,46.4,51.6,90.1,974.5,342.9,12.3,13.5,91.3,26.7,28.7,93.0,6.92,8.41,82.3,0.03,0.06,0.03,-0.03,0.32,3.30,0.10,0.00,3.84,Matches,10fe831e
130,Reynaldo Cesar Moraes,br BRA,DF,Goiás,25,1997,30.5,23.0,27.6,83.2,452.0,177.0,7.61,8.33,91.3,12.8,14.1,90.7,2.49,4.56,54.7,0.00,0.01,0.02,-0.01,0.10,0.72,0.00,0.00,1.11,Matches,589d070c
131,Jhon Chancellor,ve VEN,DF,Coritiba,30,1992,13.0,26.4,31.4,84.1,500.2,185.3,9.77,10.8,90.7,13.8,15.4,89.5,2.62,4.54,57.6,0.00,0.00,0.00,0.00,0.08,0.77,0.00,0.00,1.85,Matches,84b6acaa
132,Arthur Chaves,br BRA,DF,Avaí,21,2001,16.5,43.6,50.2,86.9,824.1,270.2,12.9,14.2,90.6,27.1,29.0,93.3,3.21,5.70,56.4,0.00,0.01,0.01,-0.01,0.06,0.97,0.00,0.00,1.21,Matches,913e4711
133,Renato Chaves,br BRA,DF,Juventude,31,1990,1.8,15.6,21.7,71.8,364.4,171.1,5.00,5.00,100.0,6.67,10.0,66.7,3.89,6.11,63.6,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.56,Matches,2a51efe8
134,Chico,br BRA,MFFW,Juventude,30,1991,24.2,29.9,42.1,71.1,572.9,200.1,12.9,14.7,87.9,11.5,15.3,75.4,4.96,9.55,51.9,0.08,0.15,0.14,-0.07,1.90,4.13,0.74,0.25,5.21,Matches,bad7d8a9
135,Christian,br BRA,MF,Atl Paranaense,21,2000,4.8,29.4,36.0,81.5,470.6,86.7,14.6,17.9,81.4,11.5,12.5,91.7,1.88,2.71,69.2,0.00,0.06,0.08,-0.06,1.46,2.08,0.42,0.21,2.08,Matches,a856b456
136,Diego Churín,ar ARG,FW,Atl Goianiense,32,1989,26.5,16.9,26.0,65.0,249.4,47.0,10.1,13.7,73.4,5.21,8.04,64.8,1.02,1.47,69.2,0.04,0.05,0.05,-0.01,0.87,1.47,0.30,0.00,1.66,Matches,875ac6e9
137,Marcelo Cirino,br BRA,FW,Atl Paranaense,30,1992,5.2,10.0,16.7,59.8,152.5,41.5,5.96,7.31,81.6,3.46,6.15,56.3,0.38,1.15,33.3,0.00,0.04,0.10,-0.04,0.77,0.96,0.96,0.38,2.12,Matches,6ba81b35
138,Léo Cittadini,br BRA,MFFW,Atl Paranaense,27,1994,8.0,30.4,36.5,83.2,464.8,96.4,16.0,18.1,88.3,11.3,12.5,90.0,1.63,2.75,59.1,0.13,0.07,0.05,0.05,0.63,3.00,0.38,0.13,2.75,Matches,68410185
139,Luccas Claro,br BRA,DF,Fluminense,30,1991,5.2,35.2,45.4,77.5,680.0,275.2,12.9,13.7,94.4,16.7,21.3,78.4,4.62,8.46,54.5,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,1.73,Matches,3cacc0ec
140,Clayton,br BRA,FWMF,Coritiba,23,1999,3.6,13.9,17.2,80.6,226.9,50.6,8.06,8.61,93.5,3.61,4.72,76.5,1.67,1.94,85.7,0.00,0.19,0.08,-0.19,3.33,0.83,0.28,0.00,1.39,Matches,b05870de
141,Cléber,br BRA,FW,Ceará,25,1996,10.9,16.7,23.9,69.7,216.5,32.1,10.9,14.2,76.8,4.86,6.61,73.6,0.28,0.64,42.9,0.00,0.11,0.09,-0.11,1.47,1.10,0.55,0.00,1.93,Matches,e539e239
142,Jean Cléber,br BRA,MF,Avaí,31,1990,9.6,32.9,41.8,78.8,543.0,184.5,16.7,19.5,85.6,13.2,15.3,86.4,2.40,3.85,62.2,0.00,0.13,0.08,-0.13,1.35,4.06,0.73,0.10,5.42,Matches,16bf849a
143,Cleiton,br BRA,DF,Flamengo,18,2003,0.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches,741c6251
144,Andrés Colorado,co COL,MF,São Paulo,23,1998,3.4,41.2,50.3,81.9,683.2,170.0,18.8,22.1,85.3,16.5,19.4,84.8,3.53,4.12,85.7,0.00,0.03,0.06,-0.03,1.18,3.82,0.59,0.00,3.53,Matches,f3afff11
145,Germán Conti,ar ARG,DF,América (MG),27,1994,18.4,28.1,37.6,74.7,584.3,252.0,7.83,10.3,75.8,15.6,18.6,83.7,4.18,7.12,58.8,0.00,0.02,0.01,-0.02,0.16,1.30,0.00,0.00,2.55,Matches,7b18b6db
146,Jonathan Copete,co COL,FW,Avaí,34,1988,3.1,18.1,26.1,69.1,269.0,82.6,9.68,11.9,81.1,7.42,8.71,85.2,0.32,1.61,20.0,0.00,0.10,0.06,-0.10,0.97,0.32,0.97,0.32,1.94,Matches,ce070a45
147,Bruno Cortez,br BRA,DF,Avaí,34,1987,27.0,44.1,54.9,80.4,753.7,280.3,19.7,22.4,87.8,20.8,25.0,83.3,2.85,4.63,61.6,0.00,0.03,0.07,-0.03,0.44,3.22,0.52,0.22,4.26,Matches,a3a1198a
148,Talles Costa,br BRA,MF,São Paulo,19,2002,6.1,35.9,41.3,86.9,502.3,136.7,21.0,23.0,91.4,11.0,12.6,87.0,1.64,2.13,76.9,0.33,0.11,0.08,0.21,0.98,3.61,0.66,0.00,4.92,Matches,d8f15d24
149,Lucas Crispim,br BRA,DFMF,Fortaleza,27,1994,13.0,35.1,47.1,74.5,604.7,212.6,17.7,19.8,89.5,11.9,16.0,74.5,4.31,9.15,47.1,0.08,0.10,0.15,-0.02,1.77,3.15,0.85,0.31,4.38,Matches,6501ff61
150,Daniel Cruz,br BRA,FWDF,Botafogo (RJ),20,2001,0.1,10.0,30.0,33.3,430.0,390.0,0.00,20.0,0.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches,86a118c2
151,Tomás Cuello,ar ARG,FW,Atl Paranaense,21,2000,18.0,25.5,36.3,70.3,426.3,117.5,13.8,16.9,81.9,8.33,11.9,70.1,2.61,5.22,50.0,0.22,0.13,0.11,0.09,1.61,2.28,1.11,0.28,4.06,Matches,5c8615dd
152,Víctor Cuesta,ar ARG,DF,Botafogo (RJ),33,1988,28.5,38.1,46.4,82.1,718.3,271.4,12.9,14.1,91.5,21.2,23.9,88.7,3.19,6.81,46.9,0.07,0.02,0.03,0.05,0.35,2.39,0.28,0.00,2.74,Matches,39fb428f
153,Andrés D'Alessandro,ar ARG,FW,Internacional,40,1981,0.8,57.5,75.0,76.7,878.8,252.5,36.3,41.3,87.9,12.5,13.8,90.9,7.50,12.5,60.0,0.00,0.25,0.13,-0.25,3.75,7.50,3.75,0.00,8.75,Matches,6a11048a
154,Adailson Dadá,br BRA,MFFW,Goiás,24,1997,27.9,15.9,24.4,65.3,265.9,96.0,8.78,10.4,84.2,5.16,7.56,68.2,1.58,4.12,38.3,0.22,0.12,0.12,0.09,1.29,1.61,0.54,0.32,2.01,Matches,2a75cc09
155,Daniel,br BRA,GK,Internacional,27,1994,23.0,16.7,24.6,68.0,470.0,376.8,4.22,4.26,99.0,6.09,6.26,97.2,5.74,13.3,43.0,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,Matches,636fc976
156,Danilo,br BRA,DF,Goiás,24,1997,2.6,16.2,19.6,82.4,313.5,128.1,4.62,5.00,92.3,10.0,11.5,86.7,1.54,2.69,57.1,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.77,Matches,415a34c5
157,Danilo,br BRA,MF,Palmeiras,20,2001,30.5,37.0,44.6,82.8,704.2,169.6,14.1,15.9,89.0,17.4,19.8,88.2,4.56,7.08,64.4,0.07,0.05,0.04,0.02,0.89,4.30,0.43,0.10,4.56,Matches,a816dbfb
158,David,br BRA,MF,Ceará,17,2004,0.1,10.0,10.0,100.0,100.0,20.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,,0.00,1.00,0.00,-1.00,10.0,0.00,0.00,0.00,0.00,Matches,16a42430
159,David,br BRA,FW,Internacional,26,1995,9.1,18.4,25.6,71.7,265.8,60.4,10.5,12.7,82.8,6.37,8.79,72.5,0.66,1.10,60.0,0.22,0.14,0.20,0.08,0.55,1.10,1.21,0.00,2.86,Matches,92f9ace5
160,Kayke David,br BRA,FWMF,Flamengo,19,2003,0.3,50.0,63.3,78.9,710.0,256.7,26.7,26.7,100.0,20.0,23.3,85.7,3.33,10.0,33.3,0.00,0.33,0.00,-0.33,3.33,6.67,0.00,0.00,10.0,Matches,2285358d
161,Giorgian De Arrascaeta,uy URU,MF,Flamengo,27,1994,16.4,40.2,55.4,72.6,701.8,228.8,19.8,23.0,85.9,14.1,18.1,78.1,5.06,10.5,48.3,0.61,0.49,0.52,0.12,3.35,5.00,2.93,0.49,7.74,Matches,be8d02dd
162,Denilson,br BRA,MF,Cuiabá,20,2001,7.8,41.8,48.3,86.5,652.1,180.1,21.9,23.6,92.9,15.5,17.6,88.3,2.56,3.46,74.1,0.00,0.06,0.06,-0.06,0.51,4.36,0.90,0.00,4.49,Matches,9144afdf
163,Dentinho,br BRA,FW,Ceará,33,1989,0.6,33.3,38.3,87.0,433.3,75.0,21.7,23.3,92.9,10.0,10.0,100.0,0.00,1.67,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches,85686f86
164,Dentinho,br BRA,FWMF,Avaí,24,1997,3.2,26.3,33.4,78.5,342.8,88.8,16.3,19.4,83.9,8.44,10.3,81.8,0.00,0.63,0.0,0.00,0.16,0.19,-0.16,2.19,1.25,1.56,0.00,4.06,Matches,aaacc628
165,Valentín Depietri,ar ARG,FWMF,Fortaleza,21,2000,2.6,28.1,40.4,69.5,410.8,138.8,16.5,20.4,81.1,7.69,11.2,69.0,2.69,5.00,53.8,0.00,0.31,0.08,-0.31,1.92,2.69,1.92,0.77,5.00,Matches,d02cb5d7
166,Deyverson,br BRA,FW,Cuiabá,30,1991,14.1,12.4,23.3,53.2,182.5,54.3,7.23,11.8,61.4,3.40,6.60,51.6,1.06,2.27,46.9,0.00,0.09,0.07,-0.09,1.42,1.56,0.35,0.14,2.06,Matches,2e5e846d
167,Luan Dias,br BRA,MFFW,Goiás,24,1997,8.6,28.1,35.6,79.1,503.5,155.8,12.8,14.3,89.4,11.6,13.1,88.5,3.37,5.47,61.7,0.00,0.06,0.06,-0.06,1.28,4.53,1.05,0.23,5.23,Matches,a342ce1e
168,Matheus Dias,br BRA,MF,Internacional,24,1997,1.2,24.2,29.2,82.9,389.2,140.0,11.7,15.0,77.8,9.17,10.0,91.7,2.50,2.50,100.0,0.00,0.08,0.00,-0.08,0.83,6.67,0.00,0.00,3.33,Matches,ddfa9005
169,Juan Díaz,co COL,MF,Coritiba,20,2001,1.5,28.7,31.3,91.5,446.7,97.3,14.0,16.0,87.5,12.7,13.3,95.0,1.33,1.33,100.0,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,6.00,Matches,36839110
170,Diego,br BRA,MFDF,Ceará,33,1988,2.3,20.4,36.5,56.0,300.0,85.2,13.0,16.5,78.9,6.09,13.0,46.7,0.87,3.91,22.2,0.00,0.00,0.04,0.00,0.43,3.48,0.00,0.00,3.91,Matches,cd09e9a1
171,Diego,br BRA,GK,Atl Goianiense,23,1998,2.0,22.0,33.0,66.7,603.0,399.0,4.00,4.00,100.0,11.0,11.0,100.0,7.00,17.5,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6b023405
172,Diego,br BRA,DF,São Paulo,22,1999,19.1,46.5,55.3,84.0,922.7,303.2,14.3,15.5,92.2,25.2,27.9,90.2,5.76,9.53,60.4,0.00,0.02,0.02,-0.02,0.37,3.40,0.42,0.21,3.40,Matches,7fb8f90c
173,Diego,br BRA,MF,Flamengo,36,1985,9.8,54.0,61.8,87.3,942.8,218.9,23.5,25.3,92.7,24.1,27.0,89.1,5.61,7.45,75.3,0.00,0.02,0.05,-0.02,0.51,4.49,0.82,0.20,4.69,Matches,255a478a
174,Diego,br BRA,GK,Botafogo (RJ),23,1998,2.0,17.0,28.5,59.6,414.5,315.5,5.50,5.50,100.0,7.50,8.00,93.8,4.00,14.5,27.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6b023405
175,Dieguinho,br BRA,MFDF,Goiás,26,1995,32.1,25.7,34.8,73.9,462.2,176.6,11.3,13.3,85.4,11.1,14.2,78.5,2.77,5.55,50.0,0.16,0.05,0.07,0.11,0.75,2.49,1.06,0.62,3.43,Matches,7e5a7340
176,Dodô,br BRA,DF,Atlético Mineiro,29,1992,10.1,38.2,46.6,82.0,570.5,179.6,24.1,26.3,91.4,11.4,14.4,79.3,2.08,3.96,52.5,0.00,0.05,0.04,-0.05,0.89,2.28,0.69,0.30,3.27,Matches,99931185
177,Matheus Donelli,br BRA,GK,Corinthians,19,2002,2.0,17.5,22.0,79.5,482.0,326.0,2.00,2.00,100.0,10.0,10.5,95.2,5.50,9.50,57.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7c736064
178,Renan dos Santos,br BRA,GK,Atl Goianiense,32,1989,16.0,20.8,26.6,78.1,611.6,435.1,3.31,3.31,100.0,9.81,9.94,98.7,7.38,13.0,56.7,0.00,0.03,0.00,-0.03,0.06,0.19,0.00,0.00,0.00,Matches,6bfaecc4
179,Douglas,br BRA,DF,Bragantino,33,1988,0.8,,,,,,,,,,,,,,,0.00,,,,,,,,,Matches,e7fea035
180,Rodrigo Dourado,br BRA,MF,Internacional,27,1994,5.0,30.6,36.6,83.6,483.6,133.6,14.6,17.0,85.9,12.0,13.8,87.0,2.40,2.80,85.7,0.00,0.02,0.08,-0.02,0.20,2.60,0.40,0.00,3.60,Matches,d7d05a22
181,David Duarte,br BRA,DF,Fluminense,27,1995,0.9,37.8,51.1,73.9,588.9,214.4,20.0,25.6,78.3,12.2,18.9,64.7,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,Matches,91bf16f7
182,Dudu,br BRA,FW,Palmeiras,30,1992,31.3,27.5,36.9,74.5,473.1,141.9,13.1,15.8,82.8,10.4,13.2,78.7,2.84,4.38,65.0,0.26,0.18,0.21,0.08,2.20,2.72,2.33,0.35,5.34,Matches,895ef5ec
183,Dudu,br BRA,DF,Juventude,19,2002,1.2,24.2,35.0,69.0,445.0,215.8,11.7,16.7,70.0,10.0,11.7,85.7,2.50,5.83,42.9,0.00,0.00,0.00,0.00,0.83,0.83,0.00,0.00,0.83,Matches,3f10ae0b
184,Pablo Dyego,br BRA,FW,Avaí,27,1994,5.4,20.0,24.1,83.1,306.7,78.7,10.6,11.9,89.1,7.59,9.07,83.7,1.30,1.85,70.0,0.00,0.06,0.09,-0.06,0.56,1.48,0.74,0.37,2.78,Matches,fce54d7d
185,Edenílson,br BRA,MF,Internacional,32,1989,24.3,38.9,46.5,83.6,634.2,194.5,19.9,21.9,91.0,14.6,16.7,87.4,3.25,5.23,62.2,0.12,0.13,0.10,-0.00,1.65,4.53,1.03,0.16,4.69,Matches,4e50f20e
186,Eder,br BRA,DF,América (MG),26,1995,32.7,27.5,35.1,78.2,575.9,259.3,7.95,9.14,87.0,15.1,17.3,87.3,4.01,7.55,53.0,0.06,0.01,0.02,0.05,0.18,2.32,0.12,0.00,2.48,Matches,ba1a2c4c
187,Éder,it ITA,FWMF,São Paulo,35,1986,7.4,14.1,18.0,78.2,210.0,40.8,7.84,9.46,82.9,4.32,5.54,78.0,0.81,0.95,85.7,0.00,0.05,0.04,-0.05,0.81,0.95,0.81,0.27,1.49,Matches,5a325298
188,Edinho,br BRA,MF,Juventude,27,1994,4.1,,,,,,,,,,,,,,,0.24,,,,,,,,,Matches,a8cedcd9
189,Edson,br BRA,MFDF,Atl Goianiense,23,1998,9.1,44.9,53.0,84.9,774.7,277.1,20.8,23.1,90.0,18.2,20.3,89.7,4.62,6.48,71.2,0.00,0.08,0.08,-0.08,0.33,4.29,0.88,0.22,5.93,Matches,644d4d85
190,Edson,br BRA,DFMF,Atl Goianiense,30,1991,15.8,48.2,55.0,87.7,985.0,376.8,14.6,16.1,90.2,27.5,29.2,93.9,5.76,8.35,68.9,0.00,0.00,0.01,0.00,0.06,3.23,0.00,0.00,3.10,Matches,041250aa
191,Carlos Eduardo,br BRA,MF,Botafogo (RJ),32,1989,12.2,33.3,40.1,83.0,603.4,164.1,15.1,16.9,89.3,12.6,15.0,84.2,4.75,6.48,73.4,0.08,0.24,0.14,-0.16,1.23,4.43,0.41,0.08,5.66,Matches,1a234d32
192,Carlos Eduardo,br BRA,FWMF,Bragantino,25,1996,10.0,11.5,17.0,67.6,191.8,44.7,6.10,8.10,75.3,3.60,4.90,73.5,1.20,2.20,54.5,0.00,0.02,0.03,-0.02,0.20,0.80,0.40,0.20,1.40,Matches,27c23008
193,Elton,br BRA,MF,Juventude,31,1990,12.9,37.4,41.8,89.4,629.1,161.5,18.4,19.6,93.7,15.1,16.0,94.7,2.87,4.11,69.8,0.08,0.03,0.02,0.05,0.78,3.18,0.08,0.00,2.64,Matches,42b5868b
194,Leandro Emmanuel Martínez,ar ARG,MF,América (MG),27,1994,2.9,44.1,54.1,81.5,752.1,214.5,24.8,26.2,94.7,13.1,15.2,86.4,4.83,10.0,48.3,0.00,0.17,0.10,-0.17,3.10,5.86,0.34,0.00,7.24,Matches,74758396
195,Alan Empereur,br BRA,DF,Cuiabá,27,1994,24.7,35.9,43.1,83.2,701.9,302.9,12.6,13.7,91.7,18.9,20.8,91.0,4.09,7.61,53.7,0.00,0.00,0.01,-0.00,0.12,2.83,0.04,0.00,2.59,Matches,825b8997
196,Endrick,br BRA,FW,Palmeiras,15,2006,3.4,6.76,9.41,71.9,118.5,29.4,2.65,4.41,60.0,3.24,3.82,84.6,0.88,0.88,100.0,0.00,0.29,0.09,-0.29,1.47,0.59,0.59,0.29,1.47,Matches,a2728fbf
197,Erick,br BRA,MF,Atl Paranaense,24,1997,20.5,28.0,33.2,84.3,523.7,150.4,11.1,13.0,85.4,13.4,14.6,91.6,2.93,4.20,69.8,0.00,0.04,0.04,-0.04,0.59,3.27,0.24,0.00,3.90,Matches,8a826636
198,Erick,br BRA,FWMF,Ceará,24,1997,11.7,25.7,37.3,69.0,480.8,168.7,11.3,14.3,79.0,10.3,14.4,71.4,3.59,6.24,57.5,0.00,0.17,0.15,-0.17,3.25,2.39,2.31,0.68,6.15,Matches,8edcad0d
199,Erison,br BRA,FW,Botafogo (RJ),22,1999,16.5,7.88,11.9,66.0,103.3,14.3,4.73,5.76,82.1,2.42,3.70,65.6,0.06,0.24,25.0,0.06,0.08,0.03,-0.02,0.91,0.48,0.30,0.00,0.91,Matches,a9c450cb
200,Estevão,br BRA,FWMF,Internacional,19,2002,1.2,28.3,38.3,73.9,459.2,115.8,15.8,17.5,90.5,9.17,13.3,68.8,2.50,3.33,75.0,0.00,0.08,0.08,-0.08,1.67,5.00,0.00,0.00,6.67,Matches,149f4681
201,Lucas Evangelista,br BRA,MF,Bragantino,26,1995,29.0,35.2,43.0,81.9,571.2,157.1,16.5,19.3,85.4,13.9,16.6,83.6,2.90,3.72,77.8,0.07,0.06,0.06,0.01,1.10,4.10,0.55,0.17,5.21,Matches,5f4ce4b6
202,Everaldo,br BRA,MFFW,América (MG),27,1994,21.0,28.9,39.6,73.0,457.9,113.2,15.0,17.7,84.9,10.0,13.4,74.8,2.57,4.52,56.8,0.10,0.16,0.15,-0.06,1.90,2.29,1.86,0.95,4.81,Matches,bdb57777
203,Éverson,br BRA,GK,Atlético Mineiro,31,1990,37.0,25.1,31.4,79.9,642.5,451.4,5.16,5.22,99.0,12.4,12.6,98.1,7.38,13.4,55.3,0.00,0.00,0.00,-0.00,0.05,0.41,0.00,0.00,0.05,Matches,a59c090b
204,Éverton,br BRA,MFFW,Cuiabá,33,1988,4.4,23.2,33.2,69.9,346.1,112.7,13.0,15.5,83.8,7.95,12.3,64.8,1.59,3.18,50.0,0.00,0.02,0.07,-0.02,0.45,2.05,1.14,0.68,2.27,Matches,f50a3570
205,Fabinho,br BRA,MF,Palmeiras,19,2002,0.8,61.3,68.8,89.1,1060.0,220.0,28.8,30.0,95.8,20.0,22.5,88.9,8.75,11.3,77.8,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,3.75,Matches,ff0e595c
206,Fábio,br BRA,FWMF,Atlético Mineiro,24,1997,1.5,11.3,16.0,70.8,152.0,17.3,6.67,9.33,71.4,4.67,6.00,77.8,0.00,0.00,,0.00,0.20,0.00,-0.20,1.33,0.67,0.00,0.00,0.67,Matches,30f90535
207,Fábio,br BRA,GK,Fluminense,41,1980,38.0,20.9,25.2,83.0,407.4,280.9,7.05,7.13,98.9,7.87,8.11,97.1,3.84,7.76,49.5,0.00,0.00,0.00,0.00,0.03,0.08,0.00,0.00,0.00,Matches,15825726
208,Fabrício,br BRA,FWMF,Coritiba,24,1997,16.7,17.7,26.6,66.4,259.0,70.7,9.88,11.9,82.9,6.05,8.80,68.7,0.84,2.34,35.9,0.24,0.19,0.14,0.05,1.38,2.04,0.96,0.12,3.47,Matches,0211a29e
209,Fagner,br BRA,DF,Corinthians,32,1989,10.0,56.7,74.5,76.1,937.7,377.4,31.0,33.8,91.7,21.0,28.7,73.2,4.40,10.2,43.1,0.10,0.11,0.14,-0.01,1.20,5.40,1.50,0.70,6.40,Matches,a9cc58fe
210,Willian Farias,br BRA,MF,Coritiba,32,1989,17.7,40.8,46.8,87.2,783.2,252.1,15.9,17.3,91.5,18.5,20.1,91.9,5.54,7.46,74.2,0.00,0.03,0.06,-0.03,0.79,5.08,0.56,0.00,5.59,Matches,d1fcff2f
211,Lucas Fasson,br BRA,DF,Atl Paranaense,20,2001,0.8,42.5,65.0,65.4,795.0,326.3,16.3,18.8,86.7,20.0,27.5,72.7,6.25,17.5,35.7,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,2.50,Matches,31ecbf29
212,Felipe,br BRA,MF,Fortaleza,27,1994,9.8,46.4,54.6,85.0,880.1,238.1,18.2,20.7,87.7,21.2,23.6,90.0,6.12,8.16,75.0,0.10,0.05,0.06,0.05,1.22,6.63,0.41,0.00,6.63,Matches,cadbabf9
213,Luis Felipe,br BRA,DF,Santos,28,1993,10.9,,,,,,,,,,,,,,,0.09,,,,,,,,,Matches,746c8624
214,Matheus Felipe,br BRA,DF,Atl Paranaense,23,1998,19.8,25.6,32.2,79.6,570.4,218.5,6.01,7.07,85.0,15.3,16.7,91.2,4.24,7.73,54.9,0.00,0.01,0.01,-0.01,0.30,2.68,0.10,0.05,2.83,Matches,90749ab9
215,Lucas Fernandes,br BRA,MF,Botafogo (RJ),24,1997,18.6,45.9,54.7,84.0,734.6,204.5,24.1,26.2,92.0,15.6,18.2,86.1,4.09,6.88,59.4,0.16,0.16,0.16,0.00,1.67,6.13,0.75,0.22,7.58,Matches,a109d777
216,Matheus Fernandes,br BRA,MF,Atl Paranaense,23,1998,7.6,27.0,32.5,83.0,467.6,128.4,12.2,14.1,86.9,11.6,13.3,87.1,2.37,3.42,69.2,0.00,0.04,0.04,-0.04,1.05,3.82,0.26,0.00,3.82,Matches,f76fdcd2
217,Gatito Fernández,py PAR,GK,Botafogo (RJ),33,1988,31.2,18.3,26.1,70.4,497.6,361.3,4.17,4.20,99.2,7.72,7.88,98.0,6.25,13.7,45.6,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,Matches,9a82f79a
218,Ignacio Fernández,ar ARG,MF,Atlético Mineiro,32,1990,24.7,46.1,58.4,78.9,728.1,243.6,25.0,27.6,90.6,16.0,19.7,81.3,3.56,7.45,47.8,0.20,0.22,0.27,-0.02,2.43,5.34,1.66,0.24,7.49,Matches,97a17c0b
219,Rodrigo Fernández,uy URU,MF,Santos,26,1996,25.7,41.2,49.6,83.0,784.9,236.0,16.0,17.7,90.5,19.8,22.5,88.4,4.79,7.55,63.4,0.00,0.02,0.05,-0.02,0.35,4.59,0.58,0.08,5.14,Matches,617ee116
220,Fernandinho,br BRA,MF,Atl Paranaense,36,1985,10.8,41.2,50.8,81.1,764.9,277.9,17.6,20.7,84.8,18.7,21.7,86.3,4.63,6.48,71.4,0.19,0.17,0.17,0.02,1.94,6.94,1.67,0.19,10.0,Matches,101da2b5
221,Derick Fernando,br BRA,DF,Santos,19,2002,0.2,40.0,45.0,88.9,565.0,255.0,20.0,20.0,100.0,20.0,25.0,80.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a19d96f6
222,Luiz Fernando,br BRA,FWMF,Atl Goianiense,25,1996,19.4,19.8,26.5,74.9,302.0,73.8,11.0,13.5,81.7,6.24,7.78,80.1,1.55,2.16,71.4,0.21,0.10,0.13,0.10,1.24,1.19,0.72,0.21,2.32,Matches,824ed016
223,Nahuel Ferraresi,ve VEN,DF,São Paulo,23,1998,7.9,53.7,60.8,88.3,1122.7,475.8,13.3,15.7,84.7,31.3,33.5,93.2,8.35,10.3,81.5,0.00,0.06,0.10,-0.06,0.63,5.82,0.38,0.00,5.44,Matches,719aab45
224,Luiz Filipe,br BRA,MFFW,Goiás,20,2001,0.4,10.0,20.0,50.0,155.0,50.0,5.00,7.50,66.7,5.00,7.50,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,Matches,4a615e0b
225,Flávio,br BRA,MF,América (MG),21,2000,0.3,60.0,76.7,78.3,970.0,280.0,36.7,46.7,78.6,13.3,13.3,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,16.7,Matches,f0367bfd
226,Rafael Forster,br BRA,DF,Juventude,31,1990,18.1,40.8,51.9,78.6,918.3,459.3,10.4,12.0,86.6,23.0,25.9,88.9,7.18,12.8,56.3,0.00,0.01,0.03,-0.01,0.22,3.20,0.33,0.00,2.93,Matches,eb3f56e5
227,Matheus França,br BRA,FWMF,Flamengo,17,2004,7.5,23.5,31.2,75.2,397.9,92.9,12.0,14.1,84.9,8.00,10.3,77.9,2.80,4.13,67.7,0.00,0.11,0.13,-0.11,1.20,2.53,1.07,0.13,4.67,Matches,077faf72
228,Fred,br BRA,FWMF,Fluminense,38,1983,1.4,22.9,31.4,72.7,241.4,62.9,15.7,18.6,84.6,4.29,7.86,54.5,0.00,0.71,0.0,0.00,0.00,0.07,0.00,0.71,2.14,0.71,0.00,2.86,Matches,acaeba74
229,Marlon Freitas,br BRA,MF,Atl Goianiense,26,1995,27.5,56.8,67.2,84.6,1195.3,325.3,19.2,21.5,89.3,26.2,29.3,89.5,10.6,13.9,76.2,0.11,0.10,0.10,0.01,1.42,8.40,1.49,0.11,9.96,Matches,ae3181de
230,Douglas Friedrich,br BRA,GK,Avaí,33,1988,10.4,19.3,25.1,77.0,508.8,348.1,5.77,5.77,100.0,8.08,8.27,97.7,5.48,11.0,50.0,0.00,0.00,0.00,0.00,0.00,0.67,0.10,0.00,0.10,Matches,8789242d
