Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
257,Diego Godín,uy URU,DF,Atlético Mineiro,35,1986,1.0,2.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,Matches,fc4f85b1
258,Bruno Gomes,br BRA,MF,Coritiba,20,2001,16.6,3.43,3.43,2.47,0.24,0.42,0.00,0.24,0.06,0.12,0.12,0.06,0.00,0.00,0.00,0.06,0.00,Matches,76f2bbf8
259,Igor Gomes,br BRA,MF,São Paulo,22,1999,22.9,3.06,3.06,2.58,0.31,0.04,0.04,0.09,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches,6a7fb945
260,Igor Gomes,br BRA,DF,Internacional,20,2001,1.3,3.08,3.19,0.77,0.00,0.77,0.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,509d5b3d
261,João Gomes,br BRA,MF,Flamengo,20,2001,20.9,2.06,2.06,1.82,0.00,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches,8b57ad2c
262,Gustavo Gómez,py PAR,DF,Palmeiras,28,1993,30.0,1.10,1.10,0.97,0.00,0.00,0.03,0.07,0.03,0.07,0.07,0.03,0.00,0.00,0.03,0.00,0.00,Matches,d5ce52a5
263,Aloísio dos Santos Gonçalves,cn CHN,FWMF,América (MG),33,1988,10.5,2.86,2.85,1.90,0.00,0.10,0.48,0.38,0.00,0.38,0.38,0.10,0.00,0.00,0.29,0.00,0.00,Matches,9851b2e0
264,Diego Gonçalves,br BRA,FW,Botafogo (RJ),27,1994,5.4,2.04,2.33,1.48,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c707fc37
265,Matheus Gonçalves,br BRA,FW,Flamengo,16,2005,0.3,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,071a6836
266,Ricardo Goulart,br BRA,MFFW,Santos,30,1991,4.5,2.67,2.69,1.78,0.00,0.00,0.44,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f053730b
267,Daniel Guedes,br BRA,DFMF,Cuiabá,27,1994,8.8,2.73,2.71,1.70,0.80,0.00,0.11,0.11,0.00,0.45,0.45,0.11,0.23,0.00,0.11,0.00,0.00,Matches,25f61bc3
268,Roger Guedes,br BRA,FWMF,Corinthians,25,1996,28.3,3.00,3.00,1.94,0.11,0.28,0.39,0.28,0.00,0.46,0.46,0.21,0.00,0.04,0.21,0.00,0.00,Matches,612a9dd7
269,Paolo Guerrero,pe PER,FW,Avaí,38,1984,4.8,2.08,2.09,1.46,0.00,0.42,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ae6657a1
270,Guga,br BRA,DF,Atlético Mineiro,23,1998,18.6,1.94,1.93,1.56,0.27,0.05,0.00,0.00,0.05,0.16,0.16,0.11,0.05,0.00,0.00,0.00,0.00,Matches,6975a3e1
271,Marcos Guilherme,br BRA,FWMF,São Paulo,26,1995,6.4,2.50,2.49,2.19,0.00,0.00,0.31,0.00,0.00,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00,Matches,d5ff6084
272,Marcos Guilherme,br BRA,MF,Santos,26,1995,0.3,3.33,3.10,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d5ff6084
273,Gustavinho,br BRA,MF,América (MG),20,2001,4.3,2.09,2.07,1.40,0.47,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,69896b0e
274,Habraão,br BRA,DF,Fortaleza,20,2001,2.4,0.42,0.41,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1e329d13
275,Lucas Halter,br BRA,DF,Atl Paranaense,21,2000,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7aa882a2
276,Lucas Halter,br BRA,DF,Goiás,21,2000,11.9,0.59,0.59,0.42,0.00,0.00,0.17,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.08,0.00,0.00,Matches,7aa882a2
277,Hayner,br BRA,DF,Atl Goianiense,26,1995,15.3,2.48,2.49,1.76,0.20,0.07,0.07,0.39,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches,246c7429
278,Heitor,br BRA,DF,Internacional,21,2000,4.4,2.27,2.28,1.59,0.23,0.23,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e0839492
279,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,12.7,0.79,0.79,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,827422f9
280,Helinho,br BRA,FWMF,Bragantino,21,2000,19.0,4.37,4.37,3.16,0.32,0.21,0.26,0.37,0.05,0.21,0.21,0.16,0.00,0.00,0.00,0.00,0.05,Matches,5837cb60
281,Henrique,br BRA,DF,Coritiba,35,1986,17.9,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,429163de
282,Arthur Henrique,br BRA,DF,Atl Goianiense,27,1994,10.7,2.62,2.61,2.34,0.00,0.19,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ae46bd26
283,Bruno Henrique,br BRA,FWMF,Flamengo,31,1990,6.8,3.38,3.38,2.21,0.15,0.15,0.29,0.44,0.15,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches,5edff24f
284,Daniel Henrique,br BRA,FW,Ceará,17,2004,0.3,3.33,3.75,0.00,0.00,0.00,3.33,0.00,0.00,3.33,3.75,0.00,0.00,0.00,3.33,0.00,0.00,Matches,1ef923db
285,Gustavo Henrique,br BRA,DF,Flamengo,28,1993,3.8,0.53,0.52,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fa066690
286,Luis Henrique,br BRA,FWMF,Botafogo (RJ),20,2001,2.9,2.76,2.72,2.07,0.00,0.00,0.00,0.69,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,Matches,f36d5624
287,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,11.7,2.65,2.65,2.05,0.00,0.51,0.00,0.09,0.00,0.51,0.51,0.34,0.00,0.17,0.00,0.00,0.00,Matches,8059806f
288,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,16.7,2.75,2.75,2.28,0.18,0.18,0.06,0.06,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches,25a0cb08
289,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,25.6,0.94,0.94,0.86,0.00,0.00,0.08,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,4322e5d7
290,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,17.7,3.84,3.84,2.37,0.00,0.45,0.28,0.73,0.00,0.51,0.51,0.28,0.00,0.06,0.06,0.11,0.00,Matches,460976a2
291,Hércules,br BRA,MFFW,Fortaleza,21,2000,15.2,2.50,2.50,2.04,0.00,0.07,0.00,0.26,0.13,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches,eadc7b45
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,18.0,0.72,0.72,0.61,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,7.8,2.05,2.05,1.41,0.38,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bd2593f3
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,12.2,1.89,1.88,1.23,0.41,0.16,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,de3dc682
295,José Hugo,br BRA,FWMF,Coritiba,22,1999,4.4,3.18,3.20,2.05,0.00,0.23,0.68,0.23,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches,d0f01217
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,13.9,2.52,2.52,1.73,0.00,0.36,0.36,0.00,0.07,0.65,0.65,0.29,0.00,0.14,0.14,0.00,0.07,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,23.2,4.35,4.35,2.24,0.39,0.69,0.22,0.69,0.13,0.34,0.34,0.22,0.00,0.09,0.04,0.00,0.00,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,6.6,2.58,2.56,2.27,0.00,0.15,0.00,0.15,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,14.2,3.73,3.73,2.68,0.70,0.00,0.21,0.07,0.07,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,0.5,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,3.8,1.84,1.85,1.58,0.00,0.26,0.00,0.00,0.00,0.26,0.26,0.00,0.00,0.26,0.00,0.00,0.00,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,14.1,2.41,2.40,1.99,0.00,0.07,0.21,0.07,0.07,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,29.1,2.75,2.75,2.37,0.14,0.00,0.14,0.07,0.03,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12.0,0.25,0.25,0.08,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,23.0,2.30,2.30,1.83,0.04,0.00,0.13,0.22,0.09,0.26,0.26,0.22,0.00,0.00,0.00,0.00,0.04,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,18.3,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,0.1,10.0,10.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,13.1,0.84,0.84,0.61,0.00,0.15,0.00,0.00,0.08,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,25.3,2.02,2.02,1.74,0.20,0.04,0.04,0.00,0.00,0.12,0.12,0.08,0.04,0.00,0.00,0.00,0.00,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,17.8,4.72,4.71,2.58,0.00,1.29,0.34,0.45,0.06,0.39,0.39,0.17,0.00,0.17,0.06,0.00,0.00,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,11.1,0.63,0.63,0.45,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,3.6,1.67,1.66,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,0.7,4.29,4.09,2.86,0.00,0.00,0.00,0.00,1.43,1.43,1.36,0.00,0.00,0.00,0.00,0.00,1.43,Matches,25a323f3
317,Jô,br BRA,FW,Ceará,34,1987,8.7,2.30,2.30,1.84,0.00,0.11,0.23,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,3.64,3.71,1.82,0.00,0.45,0.45,0.91,0.00,0.45,0.46,0.00,0.00,0.45,0.00,0.00,0.00,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,0.96,0.96,0.75,0.04,0.04,0.13,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,3.33,3.60,3.33,0.00,0.00,0.00,0.00,0.00,3.33,3.60,3.33,0.00,0.00,0.00,0.00,0.00,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,2.70,2.69,2.13,0.35,0.09,0.04,0.04,0.04,0.13,0.13,0.04,0.04,0.00,0.00,0.04,0.00,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,2.12,2.11,1.35,0.19,0.00,0.00,0.38,0.19,0.38,0.38,0.19,0.00,0.00,0.00,0.19,0.00,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,5.11,5.11,3.57,0.82,0.44,0.16,0.11,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,2.50,2.51,1.63,0.22,0.22,0.22,0.22,0.00,0.22,0.22,0.00,0.11,0.00,0.11,0.00,0.00,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,34.5,2.75,2.76,2.43,0.00,0.12,0.09,0.03,0.09,0.26,0.26,0.20,0.00,0.00,0.00,0.03,0.03,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,2.36,2.36,1.82,0.00,0.18,0.00,0.36,0.00,0.36,0.36,0.36,0.00,0.00,0.00,0.00,0.00,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,2.57,2.57,2.57,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,1.42,1.42,1.17,0.08,0.00,0.17,0.00,0.00,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,0.31,0.31,0.19,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,1.03,1.06,0.69,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,3.33,2.90,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,4.84,4.86,1.61,0.32,1.61,0.32,0.65,0.32,0.97,0.97,0.00,0.00,0.65,0.32,0.00,0.00,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,2.22,2.21,1.11,0.00,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,0.60,0.60,0.50,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,3.82,3.84,3.24,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,3.33,3.27,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,3.75,3.83,0.63,0.00,1.25,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,4.61,4.61,2.77,0.58,0.73,0.34,0.19,0.00,0.44,0.44,0.15,0.00,0.10,0.19,0.00,0.00,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,2.57,2.57,1.68,0.79,0.00,0.03,0.03,0.03,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,2.31,2.31,1.45,0.64,0.00,0.09,0.04,0.09,0.21,0.21,0.17,0.00,0.00,0.00,0.00,0.04,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,1.00,0.99,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,0.61,0.61,0.30,0.00,0.00,0.30,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.30,0.00,0.00,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,0.55,0.52,0.50,0.05,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,1.55,1.55,1.21,0.17,0.00,0.00,0.17,0.00,0.34,0.35,0.17,0.00,0.00,0.00,0.17,0.00,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,1.32,1.30,0.53,0.00,0.00,0.26,0.53,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.26,0.00,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,3.08,3.07,2.31,0.22,0.33,0.11,0.11,0.00,0.22,0.22,0.11,0.11,0.00,0.00,0.00,0.00,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,2.50,2.54,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,2.67,2.59,2.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,2.29,2.29,2.10,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,1.94,1.94,1.06,0.00,0.28,0.31,0.28,0.00,0.22,0.22,0.13,0.00,0.06,0.00,0.03,0.00,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,3.26,3.26,2.28,0.33,0.14,0.23,0.28,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,2.61,2.57,0.87,0.00,0.43,0.00,1.30,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.43,0.00,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,3.57,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,4.23,4.24,2.77,1.08,0.08,0.00,0.31,0.00,0.15,0.15,0.08,0.08,0.00,0.00,0.00,0.00,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,3.02,3.02,2.60,0.10,0.00,0.21,0.00,0.10,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,2.32,2.30,1.43,0.54,0.18,0.00,0.00,0.18,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,0.73,0.73,0.65,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,2.46,2.48,1.64,0.00,0.33,0.33,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,0.86,0.86,0.76,0.10,0.00,0.00,0.00,0.00,0.29,0.29,0.19,0.10,0.00,0.00,0.00,0.00,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,1.11,1.10,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,6.00,5.63,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,2.84,2.84,1.11,1.42,0.25,0.06,0.00,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,2.11,2.11,1.48,0.11,0.21,0.11,0.07,0.14,0.42,0.42,0.25,0.00,0.11,0.04,0.04,0.00,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,1.60,1.60,1.01,0.38,0.04,0.04,0.13,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,2.70,2.69,1.90,0.13,0.18,0.40,0.09,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,2.70,2.69,1.72,0.00,0.15,0.20,0.64,0.00,0.20,0.20,0.10,0.00,0.00,0.00,0.10,0.00,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,3.38,3.40,2.82,0.14,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,2.29,2.29,1.53,0.51,0.06,0.06,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,0.89,0.88,0.76,0.00,0.06,0.00,0.06,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,0.64,0.64,0.27,0.00,0.00,0.09,0.00,0.27,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0d9b2e53
